agegroup,A5,A6,A7,A8,A9,A11B,A12,A14,E1,D7,D4,D5,D6,trueage,Cluster
5,2,6,4,17,3,1,0,0,0,0,0,0,0,39.40041068,0
5,2,6,3,15,4,1,0,0,0,0,0,0,0,38.75427789,0
5,2,6,3,17,4,1,0,0,0,0,1,1,0,39.17590691,3
5,2,8,3,15,4,1,0,0,0,0,0,1,0,39.09924709,3
5,2,7,3,17,4,2,0,0,0,1,1,1,1,39.49075975,3
5,1,5,2,0,0,2,0,0,0,0,0,1,1,39.27446954,1
5,2,6,3,17,4,2,0,0,0,1,0,0,0,39.26078029,3
5,1,4,3,6,4,2,0,0,0,0,0,1,0,39.137577,3
5,1,4,3,6,4,2,0,0,0,0,0,0,0,39.137577,1
5,2,6,1,0,0,1,0,0,0,0,0,1,0,38.73237509,1
5,2,8,3,17,4,1,0,0,0,0,0,0,0,38.6255989,0
5,2,5,3,6,3,1,0,0,0,0,0,1,0,38.78986995,0
5,2,6,3,12,4,1,0,0,0,1,1,1,1,39.49075975,3
5,2,7,3,15,4,1,0,0,0,0,0,0,0,38.74606434,3
5,2,6,3,9,3,1,0,0,0,0,0,0,0,39.01711157,0
5,2,8,3,19,4,1,0,0,0,1,0,0,0,38.82819986,0
5,2,7,3,15,4,1,0,0,0,0,0,0,0,38.92950034,3
5,2,7,3,19,4,1,0,0,1,0,0,0,0,38.80082136,3
5,2,7,3,9,7,3,1,2,1,1,0,0,0,38.7871321,3
5,2,7,3,15,3,1,0,0,0,0,0,0,0,39.03353867,0
5,1,5,3,6,3,1,0,0,0,0,0,0,0,39.09103354,0
5,1,4,1,0,0,1,0,0,0,0,0,0,0,39.39767283,1
5,2,6,3,19,2,2,0,0,0,0,0,1,0,38.80355921,3
5,2,6,3,19,3,2,0,0,0,1,0,1,1,39.06365503,3
5,2,6,3,17,3,1,0,0,0,0,0,0,0,39.02258727,0
5,2,7,3,17,4,2,0,0,0,0,1,0,0,38.76249144,3
5,1,5,3,1,2,2,0,0,0,0,0,0,0,38.85010267,2
5,2,7,3,19,5,2,0,0,0,0,0,0,0,38.64476386,3
5,2,6,4,15,3,2,0,0,0,0,0,0,0,39.02258727,0
5,1,6,3,4,3,2,0,0,0,0,1,0,1,39.18685832,0
5,2,4,1,0,0,2,0,0,0,0,0,0,0,39.09103354,1
5,2,7,3,15,3,2,0,0,0,1,1,0,1,38.62286105,3
5,1,4,1,0,0,1,0,0,0,0,0,0,0,38.63655031,1
5,1,4,1,0,0,1,1,2,1,0,0,0,0,39.33744011,1
5,2,7,3,6,3,1,0,0,0,0,0,0,0,38.54072553,0
5,2,6,2,0,0,2,0,0,1,0,0,0,0,39.14852841,1
5,2,7,3,17,3,2,0,0,0,0,0,0,0,39.27720739,3
5,2,6,4,13,4,1,0,0,0,0,0,0,0,39.31279945,0
5,2,7,3,15,4,1,0,0,0,1,0,1,0,39.25530459,3
5,2,7,4,3,3,2,0,0,0,1,0,0,0,38.6255989,3
5,2,7,3,15,4,1,0,0,0,0,0,0,0,39.24161533,3
5,1,5,2,0,0,1,1,1,0,1,0,0,1,38.50787132,1
5,2,7,3,15,4,1,0,0,0,0,0,1,0,39.33470226,3
5,2,5,3,1,3,1,0,0,0,0,0,0,0,38.954141,0
5,1,6,3,1,3,2,0,0,0,0,0,0,0,38.72689938,0
5,2,6,3,10,4,2,0,0,0,0,0,0,0,38.83093771,3
5,1,5,1,0,0,2,0,0,0,0,0,0,0,38.88569473,1
5,2,7,3,6,4,1,0,0,0,0,0,1,0,38.59000684,3
5,1,4,1,0,0,2,0,0,0,0,0,1,0,38.88021903,1
5,1,4,3,10,3,2,0,0,0,0,0,1,0,38.60095825,3
5,2,7,3,19,3,1,0,0,0,0,0,0,0,39.41409993,0
5,1,5,3,7,3,2,0,0,0,1,0,0,0,38.86105407,0
5,2,6,3,15,3,2,0,0,0,0,0,0,0,39.16769336,0
5,2,7,3,15,4,1,0,0,0,1,0,0,0,39.49623546,3
5,2,7,3,15,4,1,0,0,0,0,0,0,0,38.85557837,3
5,2,7,3,19,4,2,0,0,0,0,0,0,0,38.73511294,3
5,1,4,3,6,3,1,0,0,0,0,0,0,0,38.55989049,1
5,1,4,1,0,0,2,1,3,1,0,0,0,0,38.78439425,1
5,1,5,3,3,4,1,0,0,0,0,0,0,0,39.07186858,1
5,2,6,3,17,2,1,0,0,0,0,0,0,0,39.35112936,0
5,2,5,1,0,0,1,0,0,0,0,0,0,0,39.04175222,1
5,1,4,1,0,0,2,0,0,0,0,0,0,0,39.23613963,1
5,2,7,4,16,4,1,0,0,0,0,0,1,1,38.67214237,3
5,2,7,3,19,3,2,0,0,0,0,0,0,0,38.61738535,3
5,1,5,1,0,0,1,0,0,0,0,0,0,0,38.954141,1
5,2,7,3,17,3,1,0,0,0,0,0,0,0,38.92402464,0
5,2,9,3,16,4,1,0,0,0,1,0,0,0,39.4934976,0
5,1,4,1,0,0,2,0,0,1,0,0,0,0,38.74332649,1
5,2,7,3,17,3,2,1,2,0,0,0,1,0,38.54620123,3
5,1,5,1,0,0,3,0,0,1,0,0,1,0,38.50513347,1
5,1,7,1,0,0,1,0,0,0,0,0,0,0,38.55715264,1
5,2,6,3,3,4,1,0,0,0,0,0,0,0,38.95687885,0
5,2,7,3,6,4,1,0,0,0,0,0,1,0,39.01163587,3
5,2,8,3,13,5,2,0,0,0,0,0,1,0,39.4934976,3
5,2,7,3,10,5,1,0,0,0,0,0,0,0,39.17043121,0
5,2,8,3,13,5,2,0,0,0,0,0,1,0,39.05270363,3
5,2,8,3,19,4,1,1,1,0,0,0,0,0,39.45516769,0
5,1,5,1,0,0,1,0,0,1,0,0,0,0,39.16769336,1
5,2,5,3,3,3,1,0,0,0,0,0,0,0,38.82272416,0
5,2,4,2,0,0,2,0,0,0,0,0,0,0,38.86379192,1
5,1,4,3,3,3,1,0,0,0,0,0,0,1,38.6146475,1
5,2,5,3,6,4,1,0,0,0,1,0,0,0,38.74880219,0
5,2,5,3,17,3,1,0,0,0,0,0,1,0,39.45242984,0
5,2,7,3,6,4,1,0,0,0,0,0,1,0,39.27173169,3
5,2,4,1,0,0,1,0,0,0,0,0,0,0,39.07460643,1
5,2,9,1,0,0,1,0,0,0,0,0,0,0,38.98425736,1
5,2,7,3,17,3,1,0,0,0,0,0,0,0,38.67761807,0
5,2,4,3,1,2,1,0,0,0,0,0,1,1,39.05270363,2
5,1,4,2,0,0,1,0,0,0,0,0,0,0,39.28542094,1
5,2,4,1,0,0,2,0,0,0,0,0,0,0,39.01163587,1
5,1,6,3,5,4,1,0,0,0,0,0,1,0,38.9486653,2
5,2,7,3,17,4,1,1,2,0,1,0,0,0,38.76796715,3
5,2,8,3,16,5,1,0,0,0,0,0,0,0,38.83367556,0
5,2,6,1,0,0,2,0,0,0,0,0,1,0,39.06365503,1
5,2,7,4,5,5,1,0,0,1,0,0,0,0,39.33196441,0
5,1,6,3,7,4,2,0,0,0,0,0,1,0,39.18959617,3
5,1,5,1,0,0,2,0,0,0,0,0,0,0,38.90759754,1
5,2,6,3,17,3,2,1,2,0,0,0,1,0,38.93497604,3
5,2,6,3,15,3,1,0,0,0,0,0,1,0,38.80355921,0
5,1,6,1,0,0,1,0,0,0,0,0,0,0,38.77344285,1
5,2,7,4,11,4,1,0,0,0,0,0,0,0,39.33196441,3
5,2,7,3,19,4,2,0,0,0,0,0,0,0,39.45516769,3
5,2,5,3,15,3,2,0,0,0,0,1,1,0,38.76796715,3
5,2,6,3,12,3,1,0,0,0,0,0,1,0,39.30184805,0
5,2,5,1,0,0,2,0,0,0,1,0,1,0,39.35112936,1
5,1,6,3,15,3,2,0,0,0,0,0,0,0,39.05270363,0
5,1,4,4,8,3,2,0,0,0,0,0,1,0,38.73785079,1
5,2,7,3,3,3,1,0,0,0,0,1,1,0,39.42505133,3
5,2,7,3,1,4,1,0,0,0,0,0,1,0,38.55715264,3
5,1,6,3,16,3,1,1,3,0,0,1,0,1,39.15674196,0
5,2,6,1,0,0,2,0,0,0,0,0,1,0,39.41957563,1
5,1,4,1,0,0,1,0,0,0,0,0,0,0,39.2881588,1
5,2,7,3,15,4,2,0,0,0,0,0,0,0,39.23340178,3
5,2,7,3,15,4,1,0,0,0,0,0,1,0,39.20876112,3
5,2,7,3,17,3,1,0,0,0,0,0,0,0,39.04996578,0
5,2,7,3,17,3,2,0,0,0,0,0,0,0,38.65297741,3
5,1,4,1,0,0,2,0,0,0,0,0,1,0,39.33196441,1
5,2,7,4,19,3,2,0,0,0,0,0,1,0,38.71868583,3
5,2,7,3,19,4,1,0,0,0,1,0,1,1,39.37303217,3
5,1,5,1,0,0,2,0,0,0,0,0,0,0,38.73511294,1
5,2,7,3,15,3,2,0,0,0,0,0,0,0,39.00616016,3
5,2,6,3,19,3,1,0,0,0,1,1,0,1,38.88021903,0
5,1,4,1,0,0,2,0,0,0,0,0,0,0,39.41409993,1
5,1,5,3,15,3,1,0,0,0,0,0,0,0,38.83641342,2
5,2,7,3,7,4,1,0,0,0,0,0,1,0,39.3045859,3
5,1,6,3,6,4,1,0,0,0,0,0,0,0,38.86105407,0
5,1,5,3,1,3,2,0,0,1,0,0,0,0,38.72142368,0
5,2,6,3,19,3,1,0,0,0,0,0,0,0,39.34839151,0
5,2,4,1,0,0,1,0,0,1,0,0,0,0,39.20602327,1
5,2,7,3,17,4,1,0,0,0,0,0,1,0,38.85010267,3
5,2,7,3,19,4,2,0,0,0,1,0,1,0,39.06365503,3
5,2,8,3,16,5,1,0,0,0,0,0,0,0,38.99520876,0
5,2,7,3,19,3,2,0,0,0,0,0,0,0,38.71868583,3
5,2,5,3,15,3,1,0,0,0,0,0,0,0,39.40862423,0
5,2,8,3,18,5,1,0,0,0,0,0,0,0,38.91307324,0
5,2,7,3,15,4,1,1,1,0,0,0,1,0,38.87474333,3
5,2,4,2,0,0,2,1,2,0,0,0,1,1,38.52703628,1
5,2,7,3,17,5,1,0,0,0,0,0,0,0,39.04996578,0
5,2,7,3,18,4,1,0,0,0,0,0,0,0,39.30732375,3
5,1,5,2,0,0,2,0,0,0,0,0,1,0,38.6091718,1
5,1,4,1,0,0,2,0,0,0,0,0,1,0,38.50787132,1
5,2,5,1,0,0,1,0,0,0,0,0,0,0,38.89664613,1
5,2,5,1,0,0,2,0,0,0,0,0,0,0,39.15126626,1
5,2,7,3,1,3,1,0,0,0,0,0,0,0,39.27994524,0
5,2,7,3,17,4,2,0,0,0,0,0,1,0,38.81451061,3
5,2,7,3,19,4,2,0,0,0,0,0,0,0,39.12936345,3
5,1,4,1,0,0,2,0,0,0,0,0,0,0,39.06639288,1
5,2,6,4,17,3,2,0,0,0,0,0,0,0,38.80082136,0
5,2,7,3,4,5,2,0,0,0,0,0,1,0,39.24161533,3
5,2,7,3,17,4,1,0,0,0,0,0,1,0,38.63107461,3
5,2,7,3,17,5,2,0,0,0,1,0,1,0,39.07186858,3
5,2,7,3,5,6,1,0,0,0,0,1,0,0,38.77891855,0
5,1,4,2,0,0,2,0,0,0,1,0,1,0,38.56810404,1
5,2,6,1,0,0,1,0,0,0,0,0,0,0,38.51060917,1
5,2,6,4,17,3,1,0,0,0,0,0,1,0,38.63381246,0
5,2,5,3,5,5,1,0,0,0,0,0,0,0,38.75701574,0
5,2,5,1,0,0,1,0,0,0,0,0,1,0,38.93497604,1
5,2,7,3,10,4,1,0,0,0,0,1,1,0,38.98425736,3
5,2,8,3,20,6,1,0,0,0,0,0,0,0,39.28542094,0
5,2,7,4,10,5,1,0,0,0,0,0,1,0,39.10746064,3
5,2,6,3,17,4,1,0,0,0,0,0,0,0,39.2881588,0
5,2,6,3,3,3,2,0,0,0,0,0,1,0,39.08008214,3
5,2,8,3,13,4,1,0,0,0,0,0,1,0,39.2881588,3
5,2,5,3,9,3,1,0,0,0,0,0,0,0,39.33744011,0
5,2,6,1,0,0,2,0,0,1,0,0,0,0,38.73237509,1
5,2,7,2,0,0,2,1,2,0,1,0,0,0,38.91033539,1
5,1,3,4,8,3,1,0,0,0,0,0,0,0,38.66940452,1
5,1,4,1,0,0,1,0,0,0,0,0,1,0,38.94592745,1
5,2,7,1,0,0,2,1,2,0,0,1,1,0,38.55715264,3
5,1,6,3,19,3,2,0,0,0,0,0,1,0,39.40314853,3
5,1,6,3,6,3,2,0,0,0,0,0,1,0,39.22518823,3
5,1,4,1,0,0,1,1,3,0,0,0,0,0,39.11293634,1
5,2,7,3,17,3,1,0,0,0,0,0,0,0,39.38124572,0
5,2,6,2,0,0,2,0,0,0,0,0,1,0,38.68309377,3
5,1,6,3,6,3,1,0,0,0,0,0,0,0,38.5982204,0
5,1,6,3,16,4,2,0,0,0,1,0,1,1,39.25804244,3
5,2,7,3,9,2,1,0,0,0,0,0,0,0,39.01711157,0
5,1,4,3,3,3,1,0,0,0,0,0,0,0,38.55989049,1
5,1,4,4,8,3,1,0,0,0,0,0,0,0,38.53524983,1
5,2,6,4,16,4,1,0,0,0,1,0,0,0,39.29089665,0
5,2,7,3,19,4,1,0,0,0,0,0,0,0,39.16769336,3
5,2,9,4,17,5,3,0,0,0,1,0,0,1,38.65845311,0
5,1,4,1,0,0,2,1,3,0,0,1,1,0,38.52429843,1
5,2,7,3,16,3,2,0,0,0,1,0,1,0,39.02806297,3
5,2,7,1,0,0,2,0,0,0,0,0,0,0,38.92402464,1
5,1,8,3,5,4,1,0,0,0,0,0,0,0,38.77891855,1
5,2,7,3,9,3,1,0,0,0,0,0,1,0,38.81451061,3
5,2,5,1,0,0,2,0,0,0,0,0,1,0,38.86105407,1
5,1,4,1,0,0,2,0,0,1,0,0,0,0,38.68583162,1
5,2,6,3,16,3,2,0,0,0,0,0,1,0,38.83093771,3
5,2,5,4,17,2,1,0,0,0,0,0,1,0,39.46885695,2
5,2,6,3,17,4,1,0,0,0,0,0,0,0,38.63381246,0
5,2,6,3,19,4,2,0,0,0,0,0,0,0,39.27994524,3
5,2,7,3,17,3,1,1,2,0,1,0,1,0,39.45790554,3
5,2,5,3,17,3,2,0,0,0,0,0,0,0,39.05270363,0
5,2,7,3,15,3,1,0,0,0,0,0,0,0,39.4880219,0
5,2,7,3,15,3,1,0,0,0,0,0,0,0,38.86379192,0
5,2,7,4,15,3,2,0,0,0,0,0,0,0,39.06639288,3
5,2,7,3,19,3,1,0,0,0,0,0,0,0,38.82819986,0
5,1,4,1,0,0,2,0,0,0,0,0,0,0,38.54072553,1
5,1,6,3,12,3,1,0,0,0,0,0,0,0,38.86652977,0
5,2,6,3,12,3,2,0,0,0,0,0,1,1,39.48528405,3
5,2,7,3,18,3,2,0,0,0,0,0,0,0,38.52977413,3
5,2,5,2,0,0,1,0,0,0,0,0,0,0,39.23887748,1
5,1,6,3,17,4,1,0,0,0,0,0,0,0,39.3155373,0
5,2,4,1,0,0,1,0,0,0,0,0,0,0,39.27446954,1
5,2,7,3,15,3,1,0,0,0,0,0,0,0,39.19507187,0
5,1,7,3,17,4,2,0,0,0,0,0,0,0,39.41409993,3
5,2,4,2,0,0,2,0,0,0,0,0,0,0,39.20054757,1
5,2,7,3,18,3,1,0,0,0,0,0,1,0,38.58726899,3
5,1,4,1,0,0,2,0,0,0,0,0,1,0,38.71047228,1
5,1,6,3,19,3,1,0,0,0,0,0,0,0,39.08008214,0
5,2,6,3,15,3,1,0,0,0,0,0,1,0,39.06913073,0
5,2,4,1,0,0,1,0,0,0,0,0,0,0,38.61738535,1
5,2,7,3,15,2,1,0,0,0,0,0,0,0,39.2881588,0
5,2,7,3,15,3,1,0,0,0,0,0,0,0,38.64476386,0
5,2,6,3,15,3,1,0,0,0,0,0,0,0,39.30184805,0
5,2,6,3,19,3,1,0,0,0,0,1,1,0,38.84188912,0
5,1,5,1,0,0,1,0,0,0,0,0,1,0,38.59000684,1
5,2,7,3,15,4,1,0,0,0,0,0,0,0,39.32648871,3
5,1,4,3,15,2,2,0,0,0,0,0,0,0,39.34839151,1
5,1,5,3,15,2,2,0,0,0,0,0,0,0,39.21149897,2
5,2,7,3,19,3,1,0,0,0,0,0,0,0,38.99794661,0
5,2,5,3,15,2,2,0,0,0,0,0,0,0,38.77344285,2
5,1,4,1,0,0,2,0,0,0,0,0,1,1,38.85010267,1
5,1,4,3,1,2,2,0,0,0,0,0,1,0,38.92950034,2
5,1,5,1,0,0,3,0,0,1,0,0,0,0,38.90759754,1
5,2,7,3,19,4,2,0,0,0,0,0,0,0,39.10746064,3
5,2,6,3,15,3,1,0,0,0,0,0,0,0,38.52703628,0
5,1,6,3,15,5,2,0,0,0,0,0,1,0,39.42231348,2
5,1,6,4,1,2,2,0,0,0,0,0,1,0,38.9705681,2
5,1,3,1,0,0,2,0,0,0,0,0,1,0,38.98151951,1
5,1,3,1,0,0,2,0,0,0,0,0,0,0,38.72142368,1
5,2,7,3,6,5,1,0,0,0,1,0,0,0,38.82272416,0
5,1,5,3,18,3,2,0,0,0,0,0,0,0,38.85284052,0
5,2,8,4,19,3,1,0,0,0,0,0,0,0,39.26899384,0
5,1,5,3,15,2,1,0,0,0,0,0,1,0,38.68583162,2
5,2,7,3,15,3,1,0,0,0,0,0,0,0,38.5927447,0
5,1,4,1,0,0,2,0,0,0,0,0,1,0,38.86926762,1
5,2,5,3,7,3,1,0,0,0,0,0,0,0,39.18412047,0
5,2,6,3,3,3,1,0,0,0,0,0,1,0,38.9705681,0
5,1,4,3,15,2,2,0,0,0,0,0,0,0,38.80355921,1
5,1,4,1,0,0,2,0,0,0,0,0,1,0,39.01711157,1
5,2,7,3,15,4,1,0,0,0,0,0,0,0,38.57905544,3
5,2,7,3,3,5,2,0,0,0,0,0,0,0,39.21149897,3
5,2,5,3,3,3,1,0,0,0,0,0,0,0,39.20054757,0
5,2,6,3,19,3,1,0,0,0,0,0,1,0,38.89664613,0
5,2,5,1,0,0,1,0,0,0,0,0,1,0,38.7816564,1
5,2,8,3,13,6,1,0,0,0,0,0,0,0,38.52703628,0
5,1,5,1,0,0,1,0,0,0,0,0,0,0,38.65297741,1
5,1,5,1,0,0,2,0,0,0,0,1,1,0,38.66119097,1
5,1,5,1,0,0,1,0,0,0,0,0,1,0,39.45242984,1
5,1,4,1,0,0,1,0,0,0,0,0,0,0,39.20328542,1
5,2,6,4,12,3,1,0,0,0,0,0,1,0,38.50239562,0
5,2,6,3,19,3,1,0,0,0,0,0,1,0,38.80629706,0
5,2,6,3,17,3,1,0,0,0,0,0,1,0,38.80629706,0
5,2,7,3,15,4,2,0,0,0,0,0,1,0,38.57357974,3
5,2,7,3,15,4,1,0,0,0,0,0,0,0,39.19780972,3
5,2,7,3,15,4,1,0,0,0,0,0,0,0,39.12388775,3
5,1,4,1,0,0,1,0,0,0,0,0,1,0,38.85010267,1
5,1,5,3,3,3,2,0,0,0,0,0,0,0,39.33470226,0
5,2,8,4,14,5,1,0,0,0,0,0,0,0,39.35934292,0
5,1,6,3,15,2,2,0,0,0,0,0,1,0,38.73237509,2
5,2,5,1,0,0,2,0,0,0,0,1,1,1,38.54072553,1
5,1,4,1,0,0,1,0,0,0,0,0,1,0,39.43052704,1
5,1,6,1,0,0,2,0,0,0,0,0,1,0,38.80082136,1
5,1,4,1,0,0,1,0,0,0,0,0,0,0,38.57905544,1
5,2,6,3,19,4,1,0,0,0,0,0,0,0,38.65023956,0
5,2,6,4,17,3,1,0,0,0,0,0,0,0,38.52156057,0
5,2,6,3,17,2,1,0,0,0,0,0,1,0,38.69678303,0
5,1,6,3,17,3,1,1,1,0,0,0,0,0,39.20602327,0
5,2,6,3,17,8,1,0,0,0,0,0,1,0,38.70773443,0
5,1,7,4,17,3,1,0,0,0,0,1,1,0,39.49075975,3
5,1,4,4,6,4,1,0,0,0,0,0,1,1,39.42505133,1
5,1,4,1,0,0,1,0,0,0,0,0,0,0,39.26899384,1
5,2,7,4,17,3,1,0,0,0,0,0,1,0,38.51608487,3
5,1,6,3,17,3,1,0,0,0,0,0,0,0,38.63381246,0
5,1,4,1,0,0,2,0,0,0,0,0,0,0,38.9705681,1
5,2,7,3,17,5,1,0,0,0,0,0,0,0,39.11293634,0
5,1,5,3,17,3,1,0,0,0,1,0,1,1,38.57905544,2
5,2,6,4,17,3,1,0,0,0,0,0,0,0,38.68856947,0
5,2,7,3,17,3,2,0,0,1,1,0,1,1,38.52703628,3
5,2,5,3,8,2,1,0,0,0,0,0,1,0,39.36481862,2
5,2,6,3,17,3,1,0,0,1,1,0,0,1,38.70499658,0
5,2,7,3,17,4,2,0,0,0,1,0,1,1,39.37029432,3
5,2,7,3,17,4,1,0,0,0,0,0,1,0,38.77891855,3
5,2,7,3,17,4,2,0,0,0,0,0,1,0,38.90485969,3
5,2,8,3,10,5,2,0,0,1,0,0,1,1,38.81998631,3
5,2,7,3,17,4,1,0,0,0,1,0,1,0,38.50513347,3
5,2,6,3,19,3,1,0,0,0,0,0,0,0,39.31279945,0
5,1,7,3,6,4,1,0,0,0,0,0,0,0,39.01163587,1
5,2,4,3,15,3,1,0,0,0,1,0,0,0,38.7871321,0
5,1,3,1,0,0,1,0,0,0,0,0,0,0,38.72416153,1
5,2,6,3,17,4,2,0,0,0,0,0,0,0,39.41957563,3
5,2,7,3,3,4,1,0,0,0,1,0,1,0,39.19233402,3
5,1,4,1,0,0,2,0,0,0,0,0,0,0,38.96235455,1
5,2,5,1,0,0,1,0,0,1,0,1,1,0,39.38945927,1
5,1,4,1,0,0,2,0,0,0,0,0,0,0,38.92676249,1
5,1,4,1,0,0,2,0,0,0,0,0,0,0,38.65023956,1
5,1,4,1,0,0,2,0,0,0,0,0,0,0,39.43326489,1
5,1,4,1,0,0,2,0,0,1,0,0,0,0,39.42231348,1
5,2,6,3,19,3,1,0,0,0,0,0,0,0,39.3155373,0
5,1,6,3,1,4,1,0,0,0,0,0,0,0,38.98151951,0
5,1,6,3,1,3,2,0,0,0,0,0,1,0,38.52977413,3
5,2,6,3,15,3,1,0,0,0,0,0,0,0,39.4880219,0
5,1,4,1,0,0,1,0,0,0,1,0,1,0,39.01984942,1
5,2,6,3,17,3,1,0,0,1,0,0,0,0,39.35386721,0
5,1,7,3,1,4,1,0,0,0,0,0,1,0,39.09650924,3
5,2,5,3,15,4,1,0,0,0,0,0,0,0,39.03901437,0
5,1,7,4,3,3,2,0,0,0,0,0,0,0,38.71321013,1
5,2,5,3,1,4,1,0,0,0,0,0,0,0,38.84736482,0
5,2,5,1,0,0,1,0,0,0,0,0,1,0,39.04449008,1
5,1,6,3,15,3,1,0,0,0,0,0,0,0,38.54620123,0
5,1,5,2,0,0,2,0,0,0,0,0,0,0,38.66666667,1
5,2,4,3,17,3,1,0,0,0,0,0,0,0,39.25256674,0
5,1,4,1,0,0,2,0,0,0,0,0,0,0,38.9650924,1
5,1,4,1,0,0,2,0,0,0,0,0,0,0,39.321013,1
5,2,6,3,15,3,2,0,0,0,0,0,1,0,39.24982888,3
5,1,4,1,0,0,2,0,0,0,0,0,0,0,38.50239562,1
5,1,6,3,1,3,2,0,0,0,0,0,0,0,38.84736482,0
5,1,4,1,0,0,2,0,0,0,0,0,0,0,38.99794661,1
5,2,7,3,19,3,1,0,0,0,0,0,0,0,38.70499658,0
5,2,7,3,17,3,3,0,0,1,1,0,1,1,38.96235455,3
5,2,6,4,19,3,1,0,0,0,0,0,1,0,39.03353867,0
5,2,6,4,19,3,1,0,0,0,1,0,0,1,39.17043121,0
5,2,5,3,19,3,1,0,0,0,0,0,1,0,39.3100616,0
5,2,6,3,19,3,1,0,0,0,0,0,0,0,39.36755647,0
5,2,6,3,19,3,2,0,0,0,0,0,0,0,39.09377139,0
5,2,6,3,15,3,1,0,0,0,0,0,0,0,38.9486653,0
5,2,6,4,17,3,1,0,0,0,0,0,0,0,39.38398357,0
5,2,6,3,17,2,1,0,0,0,0,0,0,0,39.41409993,0
5,2,6,3,17,2,1,0,0,0,0,0,0,0,39.4661191,0
5,2,6,2,0,0,1,0,0,0,0,0,0,0,38.98973306,1
5,2,7,3,15,4,1,0,0,0,0,0,1,0,38.52703628,3
5,2,6,3,17,3,1,0,0,0,0,0,0,0,38.86105407,0
5,2,5,3,1,2,1,0,0,0,0,0,0,0,38.85831622,0
5,2,8,3,19,3,1,0,0,0,0,0,1,0,38.80355921,0
5,2,7,3,1,3,1,0,0,0,1,0,1,0,39.03353867,3
5,1,7,1,0,0,1,0,0,0,0,0,0,0,38.80903491,1
5,1,5,4,17,2,1,0,0,0,0,0,0,0,39.23887748,1
5,2,6,3,15,3,1,0,0,0,0,0,0,0,38.85831622,0
5,1,4,1,0,0,2,0,0,0,0,0,0,0,38.954141,1
5,1,5,3,17,3,1,0,0,0,0,0,1,0,38.90485969,2
5,2,6,3,15,3,1,0,0,0,0,0,0,0,38.64750171,0
5,2,6,3,19,2,2,0,0,0,1,0,0,0,39.00889802,0
5,2,7,3,15,3,1,0,0,0,1,1,0,0,38.74332649,0
5,2,6,4,17,3,1,0,0,0,0,0,0,0,38.92402464,0
5,2,7,3,17,3,1,0,0,0,0,0,1,0,38.90759754,3
5,1,7,3,17,3,1,0,0,0,0,0,0,0,39.34565366,0
5,1,5,4,9,2,1,0,0,0,0,0,0,0,38.70499658,1
5,2,6,3,19,3,1,0,0,0,0,0,0,0,38.71321013,0
5,2,6,3,1,3,1,0,0,0,0,1,1,0,38.73785079,0
5,1,4,1,0,0,1,0,0,0,0,0,0,0,38.85831622,1
5,2,7,3,17,3,1,0,0,0,0,0,1,0,38.59000684,3
5,2,6,3,15,2,1,0,0,0,0,0,0,0,38.88569473,0
5,1,4,4,15,2,1,0,0,0,0,0,0,0,39.4661191,1
5,2,7,3,15,3,2,0,0,0,0,0,0,0,38.83367556,3
5,1,5,1,0,0,1,0,0,0,0,0,1,0,39.49623546,1
5,2,6,3,15,3,2,0,0,0,0,0,1,0,38.86105407,3
5,1,5,1,0,0,2,0,0,0,0,0,1,0,38.50787132,1
5,2,6,3,1,3,1,0,0,0,0,0,0,0,39.03353867,0
5,2,4,3,6,2,1,0,0,0,0,0,0,0,39.21971253,0
5,2,6,3,15,2,2,0,0,0,0,0,1,0,39.31279945,3
5,1,5,3,9,2,1,0,0,1,0,0,1,0,39.15400411,2
5,1,6,3,17,2,1,0,0,0,0,0,0,0,39.01163587,0
5,1,4,2,0,0,1,0,0,0,0,0,0,0,38.82272416,1
5,2,7,3,17,3,1,0,0,0,1,0,0,0,38.50787132,0
5,1,4,1,0,0,1,0,0,0,0,0,0,0,38.69678303,1
5,1,4,1,0,0,1,0,0,0,1,0,0,0,39.43600274,1
5,1,4,1,0,0,1,0,0,0,0,0,0,0,39.46885695,1
5,2,4,1,0,0,2,0,0,0,0,0,0,0,39.27994524,1
5,1,4,2,0,0,1,0,0,0,0,0,0,0,38.82272416,1
5,1,4,1,0,0,2,0,0,0,0,0,0,0,39.22792608,1
5,1,4,3,1,2,1,0,0,0,0,0,0,0,39.33470226,1
5,1,4,1,0,0,2,0,0,0,0,0,0,0,39.04996578,1
5,1,3,2,0,0,1,0,0,0,0,0,0,0,38.75701574,1
5,1,4,3,3,3,1,0,0,0,0,0,0,0,39.09924709,1
5,2,6,3,19,4,1,0,0,0,0,0,0,0,38.74606434,0
5,1,4,1,0,0,2,0,0,0,0,0,0,0,39.09377139,1
5,1,4,1,0,0,1,0,0,0,0,0,1,0,38.67761807,1
5,1,4,1,0,0,2,0,0,0,0,0,0,1,39.03353867,1
5,1,4,2,0,0,1,0,0,0,0,0,0,0,38.82272416,1
5,1,4,1,0,0,2,0,0,0,1,0,0,0,38.62286105,1
5,1,4,1,0,0,1,0,0,0,0,0,0,0,38.92128679,1
5,2,6,3,19,3,1,0,0,0,1,0,1,0,38.74058864,0
5,1,5,1,0,0,1,0,0,0,0,0,0,0,38.99794661,1
5,1,4,3,1,2,1,0,0,0,0,0,0,0,38.9431896,1
